"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","M24C_1","M24C_2","M24IK1_1","M24IK1_2","P24C_1","P24C_2","P24IK1_1","P24IK1_2"
"186","ITGA11",90.2510875871689,-3.01781486261522,0.303827176213111,-9.93266928992047,3.00112058064076e-23,3.08405477303051e-21,147.234947647674,164.001184710479,23.7186796865802,18.9665307029426,216.728379287928,115.388278827767,23.7716593822624,12.1990404517186
"187","INO80C",293.402492579977,-2.63112453011306,0.264913294412748,-9.93202147874704,3.02068610493276e-23,3.08756118768367e-21,607.168879347073,514.165876389611,59.771072810182,60.3480522366355,344.138396202649,545.718683397202,103.406718312841,112.502261943627
"188","CDC42EP3",675.076704289083,-1.96948016384569,0.198514539751286,-9.9210877264366,3.37062655076187e-23,3.42692318570545e-21,1328.62012282067,1304.80672294993,248.57176311536,319.844676854168,738.189994907972,948.898904713045,313.785903845863,197.895545105657
"189","UAP1L1",688.651890006693,2.44712305150276,0.247337390060118,9.89386623230704,4.42596891694539e-23,4.45252473044706e-21,286.05646971548,403.9083231552,1443.04447213154,1171.61432842268,143.172080862934,99.0981688756113,1006.72977483881,955.591502051288
"190","SLC25A30",873.361370149624,-1.77978695558556,0.179886083905667,-9.89396687583064,4.4215198118983e-23,4.45252473044706e-21,1011.01330718069,799.505775463586,367.165161548261,288.808535703898,1719.37847568423,1943.9531209572,431.455617788062,425.61096687107
"191","DPY19L4",657.188959465782,-1.17940805989267,0.119272208858003,-9.88837274990681,4.67566075835972e-23,4.6790879442559e-21,759.311658583002,719.167357277709,336.805251549438,287.946420671946,1031.10168327893,1126.73260502407,481.376102490813,515.07059685034
"192","NRN1",548.950130752032,-1.78157311159883,0.180308201770137,-9.8807103288071,5.04738401006735e-23,5.02477593585559e-21,839.23920159174,1082.62944231174,231.494313741022,265.531429841196,764.460101488327,720.837365382871,293.57999337094,193.829198288417
"193","XBP1",6558.16917837979,-1.67478199793799,0.169560462537575,-9.8771964458805,5.22749569654741e-23,5.17711672247706e-21,10079.9849634791,10983.092853094,3843.37485641345,3650.19504528449,7651.16854152836,11092.2073682551,2222.65015224153,2942.67964674234
"194","ZBED8",52.0799145263083,-3.09839008053178,0.314089338063377,-9.86467767303388,5.92243572604546e-23,5.8351255911151e-21,91.1454437818932,79.7843601294223,8.53872468716886,12.931725479279,103.766920992402,99.0981688756113,11.8858296911312,9.48814257355889
"195","MARVELD1",485.829991764815,-3.60079449300638,0.365556941838689,-9.85016034682584,6.84347088064161e-23,6.70800525192737e-21,365.282893925895,562.922985357591,21.8211853116537,23.2771058627022,1511.84463369942,1062.92967437813,253.168172421094,85.39328316203
"196","ITSN1",368.137339856271,-1.62849338692731,0.165675771631062,-9.82939974200783,8.41186494945673e-23,8.20328503285286e-21,694.808729137355,487.017031623349,171.72324093084,181.906271741858,500.445530355761,543.003665071843,181.853194274307,184.341055714858
"197","H1-0",1238.49161154515,-2.41019173979464,0.245229037717773,-9.82832931297665,8.50174184733105e-23,8.24884739441044e-21,2219.04099668994,3544.86344519475,514.220975605058,716.417591552058,1169.01974282579,1333.07399775137,275.751248834244,135.544893907984
"198","TUBA1A",1564.56927422038,1.83847811391619,0.1872368734906,9.81899601099934,9.32677800876262e-23,9.0036381242166e-21,547.573781489681,908.101154528633,2454.40897396731,3104.47623005892,589.763892728967,676.039563014444,1918.37291214857,2317.81768582653
"199","SEC63",2048.63598803658,-1.03064912683467,0.105162774498964,-9.80051288818769,1.12015415353678e-22,1.07591087892974e-20,2772.2237285662,2807.9662301105,1219.14013589022,1447.4911386473,2619.12962606138,2803.25642093339,1335.96725728315,1383.91336680052
"200","P2RY10",107.13645244877,7.60404649432366,0.778148353986764,9.77197529926665,1.4852754985736e-22,1.41947779398679e-20,0,0,83.4897524967621,53.45113198102,2.62701065803549,2.71501832535921,382.723716054424,332.084990074561
"201","ARHGAP21",1581.35706378165,-1.57847084674615,0.161630502891076,-9.76592176917184,1.57671602098295e-22,1.49937064801333e-20,2791.85505491922,2217.89439998665,638.506857162738,769.868723533078,2070.08439853196,2383.78608966539,865.288401514351,913.572584939813
"202","CPNE2",1197.07600743447,-2.14210479994656,0.220035115220183,-9.73528610559735,2.13216842272263e-22,2.01753798177823e-20,1736.67126344423,2650.05968402102,530.349677791932,736.246237286953,1497.39607508023,1838.06740626819,263.865419143112,323.952296440082
"203","LINC00960",115.511978914948,-2.70747445319002,0.278471217086312,-9.72263662118745,2.41447026168489e-22,2.27340810748005e-20,393.327645858785,406.124555381018,61.6685671851084,60.3480522366355,2.62701065803549,0,0,0
"204","F13A1",102.13075138546,-4.04108275658391,0.41690261531754,-9.69310963306372,3.22555281089464e-22,3.02221649154118e-20,219.450183874866,202.231190605827,13.2824606244849,5.17269019171161,94.5723836892776,252.496704258407,9.50866375290495,20.3317340861976
"205","MTHFD1L",919.300457852681,-1.91594938550385,0.197956452511736,-9.67864073736245,3.71623779756494e-22,3.46498386647104e-20,1210.83216470253,916.966083431902,192.595679055031,240.53009391459,1883.56664181145,1687.38388921075,666.79504567246,555.734065022735
"206","NEIL1",1023.65478547714,2.87347932327413,0.297082149335179,9.67233921561597,3.95238891617032e-22,3.66727969629513e-20,41.3660091010131,40.4462381211655,211.570622804295,130.179369824742,312.614268306223,274.216850861281,3241.26575677148,3937.57916802694
"207","SNX20",495.501569319471,1.28413792078367,0.132776458667085,9.67142770393834,3.98775552755263e-22,3.68222024896817e-20,307.79115246347,392.27310396966,850.077479967033,825.044085578002,228.549927249087,226.704030167494,585.971403772768,547.601371388256
"208","AC007998.3",65.7347619201671,-5.17626869720661,0.53543211927657,-9.667460189352,4.14537884054096e-22,3.80936399798557e-20,164.76291760573,150.149733299121,4.74373593731603,4.31057515975968,45.972686515621,150.683517057436,1.18858296911312,4.06634681723952
"209","P2RX5",139.241298075196,3.28294082581015,0.339825163953491,9.6606760594676,4.42931163099784e-22,4.05080681889439e-20,4.20671278993353,7.7568127903605,134.722100619775,87.0736182271455,63.0482557928517,59.7304031579027,330.426065413447,426.96641581015
"210","NCOA3",3472.52651859462,1.29947819791166,0.13472497115952,9.64541455624457,5.14030761948706e-22,4.67865903994646e-20,2565.39368306113,2257.23252199491,5023.61635761768,5227.86555375654,1723.31899167128,1570.6381012203,4982.53980652219,4429.60713291292
"211","C15orf62",247.705852132073,2.41747823022688,0.251073743348325,9.62855851825578,6.05732116201914e-22,5.4871865730253e-20,94.6510377735045,165.663358879842,650.840570599759,702.623751040827,34.1511385544613,21.7201466028737,191.361858027212,120.634955578106
"212","RAC1",1575.39451052197,-0.986544809956937,0.102485507004815,-9.62618850986011,6.19861409290783e-22,5.58869385716227e-20,1704.4197987214,1750.2694003392,833.000030592695,966.430950818119,2458.88197592122,2477.45422189028,1177.8857223911,1234.81398350174
"213","LPCAT2",242.736949780211,-1.86172562747717,0.193910131345314,-9.6009714116578,7.91944778708829e-22,7.10668192499556e-20,408.051140623553,342.407878888771,104.362190620953,131.041484856694,342.824890873631,430.330404569435,106.972467220181,75.9051405884711
"214","SCUBE1",54.6689688609587,-3.96353288304361,0.412999011445373,-9.59695489142317,8.23411357272415e-22,7.35452555275932e-20,47.6760782859134,58.1760959277038,2.84624156238962,4.31057515975968,190.458272707573,115.388278827767,13.0744126602443,5.42179575631937
"215","CASTOR3",459.375261332299,1.42974519917211,0.149178376974562,9.58413161591047,9.32386611067796e-22,8.2891338064883e-20,242.5871042195,225.501628976909,657.481800912002,614.68801778173,214.101368629892,313.584616578989,675.115126456252,731.942427103114
"216","PKP4",688.233134864746,-1.51366927574813,0.15824060380236,-9.56561868051692,1.1153237896289e-21,9.86958283100312e-20,1100.05539456762,1045.5075525293,329.215274049733,403.469834953506,1004.83157669857,927.178758110171,278.12841477247,417.478273236591
"217","ERO1B",717.006873673048,-1.62750170825718,0.170183715460546,-9.56320470412157,1.14165638139965e-21,1.00560461170843e-19,1247.29034221529,1123.07568043291,490.502295918478,383.641189218611,822.254335965108,1121.30256837335,257.922504297547,290.066072963086
"218","KANK1",220.865874223549,-1.90717872777649,0.199615833662197,-9.55424573685842,1.24487392567591e-21,1.09149175299859e-19,253.805004992656,263.177576815803,68.3097974973508,85.3493881632416,421.635210614696,464.268133636425,133.121292540669,77.260589527551
"219","RPN2",2238.27804064345,-1.01065310638712,0.105925355452908,-9.54118210947553,1.41213365411904e-21,1.23248961939869e-19,2855.65686556655,2958.11596340962,1283.65494463772,1380.24616615505,3193.13145484214,2936.29231887599,1631.92441659231,1667.2021950682
"220","EZR",6707.14339435873,0.864004210929037,0.0906186281034738,9.53450994581892,1.50595132725991e-21,1.30839789405663e-19,5672.05107842705,5887.42090788362,10106.0550408581,11295.4311486343,3683.06894256575,3738.58023401964,6493.22876026497,6781.31104221645
"221","SESN3",3028.24545326829,1.88232679777169,0.197609681555571,9.52547862510646,1.64283122926745e-21,1.42086317267955e-19,913.557794213899,995.088269391962,3032.19601113241,3075.16431897255,1409.39121803604,1679.23883423467,8434.18474882669,4687.14243133809
"222","FHL1",1502.0840210322,-1.41050597564753,0.148115725164954,-9.52299949297533,1.68251182512707e-21,1.44862752367022e-19,2019.2221391681,2379.12529441486,782.716429657145,844.872731312896,2499.60064112077,1833.99487878015,911.643137309762,745.496916493913
"223","HSD17B12",1007.64081678455,-1.09974786781074,0.115696868600997,-9.50542465936075,1.99233436397296e-21,1.70768964273449e-19,1091.64196898775,1282.64440069175,596.761980914357,568.995921088277,1635.31413462709,1497.33260643561,682.24662427093,706.188897260597
"224","GAS6",135.713748117288,-2.2126091720087,0.232866096669743,-9.50163722264254,2.06615868816066e-21,1.76306058774566e-19,358.972824740995,442.692387107003,90.1309828090046,76.7282378437222,52.5402131607098,42.0827840430678,13.0744126602443,9.48814257355889
"225","AC009107.2",85.9239901599827,2.66749078465519,0.281260870944042,9.48404509913467,2.44612366233467e-21,2.0780092303051e-19,34.3548211177905,32.1353672743507,146.107066869334,181.044156709906,14.4485586191952,13.5750916267961,105.783884251068,159.942974811421
"226","FUT4",262.873316184117,-1.42728314753682,0.150508045996617,-9.48310197030199,2.46834077908559e-21,2.08760467484257e-19,335.134785598038,334.65106609841,102.464696246026,116.385529313511,419.00819995666,434.402932057474,180.664611305194,180.274708897619
"227","SPNS3",129.209822054614,-2.10867709188001,0.222522657202626,-9.47623544671174,2.6362240145133e-21,2.2197703001501e-19,112.880126529883,163.447126654025,37.001140311065,27.5876810224619,278.463129751762,283.719415000038,54.6748165792035,75.9051405884711
"228","XACT",128.636649648832,2.0070105412862,0.212093856614437,9.46284146709028,2.99686550243023e-21,2.51237224620401e-19,39.2626527060463,31.5813092178963,184.056954367862,145.697440399877,81.4373303991001,59.7304031579027,255.545338359321,231.781768582653
"229","EFNB1",146.2798446297,-2.39645961135075,0.253552662314216,-9.45152612273079,3.33926028533681e-21,2.78718869405798e-19,112.179007731561,200.01495838001,30.3599099988226,39.657291469789,328.376332254436,350.237363971338,60.6177314247691,48.7961618068743
"230","ZC3HAV1L",124.34704620163,-2.10754648872803,0.223136797481007,-9.44508710584779,3.551088368609e-21,2.93833346656245e-19,218.749065076544,217.190758130094,52.1810953104763,35.3467163100293,214.101368629892,156.113553708155,52.2976506409772,48.7961618068743
"231","CTNND1",170.876411967422,-1.94548059984873,0.205970920261904,-9.44541393209751,3.5400233272198e-21,2.93833346656245e-19,276.941925337291,222.177280638183,86.3359940591518,69.8313175881068,285.03065639685,302.724543277552,53.4862336100904,70.4833448321518
"232","NAV1",4303.17352003439,-1.65711595730043,0.175604055351382,-9.43666109523818,3.84847343737721e-21,3.17067764146672e-19,7081.29986305478,6875.86048059813,2852.88279270186,2776.01040288523,5074.07108599555,6810.62346916359,1459.57988607091,1495.06017980506
"233","LPAR2",389.886285850836,2.16254298620214,0.229554699311934,9.42059993842051,4.48517892530455e-21,3.6793866943464e-19,147.234947647674,285.89395713043,938.310968401111,886.254252846589,89.3183623732066,58.3728939952231,342.311895104578,371.393009307877
"234","GBP5",1499.85558055765,2.46447781102527,0.262084197468297,9.40338194683937,5.28368721989284e-21,4.31591442397571e-19,267.126262160779,231.042209541452,1486.68684275484,1596.63703917498,903.691666364208,517.21099098093,4849.41851398153,2147.03111950247
"235","RUFY3",1967.34791113683,1.37759193021528,0.146557887973239,9.39964371257054,5.47481421802835e-21,4.45300421120825e-19,1387.51410187974,1128.062202941,3444.9010376789,2806.18442900355,950.977858208847,923.106230622132,2209.57573958129,2888.46168917914
"236","ERAP2",690.949564611197,1.37062866499243,0.145869795482914,9.39624725224886,5.65438720436598e-21,4.57957445018015e-19,349.858280362805,265.947867098074,912.694794339604,810.388130034819,459.72686515621,483.27326191394,1208.78887958804,1036.91843839608
"237","MSL3",2117.30901653512,1.22697258991809,0.130850837495039,9.37687991461737,6.79538300256984e-21,5.48046205532152e-19,973.15289207129,951.31768293207,1796.92717305531,2272.5352242253,1584.0874267954,1463.39487736862,4101.79982640937,3795.25702942356
"238","WDFY3",154.502441104552,-3.12893288774445,0.333855709081986,-9.3721113721499,7.1095844482571e-21,5.70977298924312e-19,1.40223759664451,0.554058056454322,0,0,462.353875814246,647.531870598172,71.3149781467871,52.8625086241138
"239","GBGT1",165.616600932519,-2.27405434453707,0.243079646912025,-9.35518202953493,8.34558867252793e-21,6.66109036796065e-19,210.335639496677,227.163803146272,62.6173143725716,48.2784417893084,378.28953475711,287.791942488077,72.5035611159003,37.9525702942356
"240","CCNB1IP1",662.764057284873,-1.64515323090069,0.175859091388989,-9.35495127324246,8.36382593026346e-21,6.66109036796065e-19,1121.79007731561,925.276954278717,282.726661864035,267.2556599051,1100.71746571687,857.945790813511,418.381205127818,328.018643257322
"241","ZSCAN16",194.199740445617,1.7034507177534,0.182254660923314,9.34654131270833,9.05607026349319e-21,7.18247829943605e-19,114.282364126528,124.663062702222,303.599099988226,398.297144761794,68.3022771089227,61.0879123205823,225.830764131493,257.53529842517
"242","PSPH",231.735772951884,-1.42327036940223,0.152344751353987,-9.34243127349448,9.41469512352626e-21,7.43605299963144e-19,275.539687740646,269.826273493255,96.772213121247,115.523414281559,375.662524099075,433.045422894794,153.327203015592,134.189444968904
"243","RHOH",998.464639734641,1.19405743361581,0.128181799701463,9.31534302371149,1.21559104925632e-20,9.56164910102278e-19,598.755453767206,493.665728300801,1293.14241651235,1072.47109974821,659.379675166908,665.179489713007,1567.7409362602,1637.38231840845
"244","TRIM5",475.30590254894,-1.35266028770148,0.145443185359505,-9.30026583478614,1.40094973102506e-20,1.09744889995135e-18,727.761312658501,798.951717407132,338.702745924365,343.12178271687,602.898946019145,589.158976602949,217.510683347701,184.341055714858
"245","TBC1D22B",848.372454243463,1.3931741660386,0.149829743967999,9.29838181086503,1.4259934045388e-20,1.11250767078998e-18,473.956307665845,505.300947486341,1378.52966338404,1274.20601722496,419.00819995666,471.055679449823,927.094715908233,1337.8281028718
"246","PLCXD2",244.857995900077,1.74299659811027,0.187590773149763,9.2914836313338,1.52152434810873e-20,1.18221204836384e-18,126.902502496328,115.798133798953,442.116189357854,442.265011391343,118.215479611597,88.2380955741744,373.215052301519,252.113502668851
"247","RGS16",187.13533429641,2.50002438999487,0.269722756079319,9.26886713726029,1.8813342578054e-20,1.45586327950172e-18,43.4693654959798,37.6759478388939,333.010262799585,250.013359266061,82.7508357281179,70.5904764593395,228.207930069719,451.364496713587
"248","VAT1",802.529602662977,2.05493108169697,0.221782387806819,9.26552871045329,1.94113218057267e-20,1.49608066530105e-18,194.911025933587,350.164691679131,920.28477183931,843.148501248993,340.197880215596,305.439561602911,1823.28627461952,1642.80411416477
"249","NRXN3",316.471123054123,-1.87831366841646,0.202837705361156,-9.2601800295073,2.04087808805722e-20,1.56664031225404e-18,152.142779235929,131.311759379674,55.9760840603292,40.519406501741,868.227022480729,886.453483229783,231.773678977058,165.364770567741
"250","FLNB",4306.5964607341,-1.01121914624274,0.109238674090498,-9.25697015880112,2.10315377854782e-20,1.60798725292652e-18,3331.01541082903,3544.3093871383,1749.48981368215,1888.89403500669,7628.83895093506,8708.42127858968,3974.62144871427,3627.18136097766
"251","GBP3",272.406194501354,1.43205609178645,0.154736395834728,9.25481095808908,2.1460983416043e-20,1.63428381280576e-18,195.612144731909,149.041617186213,505.682250917889,443.989241455247,123.469500927668,120.818315478485,322.105984629655,318.530500683763
"252","ZNF704",1778.07913051788,-1.43686073385045,0.155298836946188,-9.25223113131448,2.19854676987375e-20,1.66758027616535e-18,2456.01915052286,2494.92342821381,782.716429657145,977.638446233495,2427.35784802479,3001.45275868461,870.042733390803,1214.48224941554
"253","GBP2",921.264207166546,2.76116425786412,0.298713741055567,9.24351269582369,2.38534901196818e-20,1.80211703615651e-18,180.18753116882,157.906546089482,1463.91691025573,1584.56742872766,415.067683969607,238.921612631611,2380.73168713358,948.814257355889
"254","AC004584.3",68.5855990989193,2.73845451820906,0.296307303389221,9.24194067066885,2.42066322879393e-20,1.82159673051839e-18,25.2402767396012,18.2839158629926,111.952168120658,156.904935815252,13.1350532901774,14.9326007894757,80.8236418996921,127.412200273505
"255","ZC3H12C",417.151942831586,-1.82558621140495,0.197588367819528,-9.23934051154463,2.48021152340694e-20,1.85908874738824e-18,1043.26477190352,890.371296722095,222.00684186639,223.287793275551,283.717151067833,423.542858756037,123.612628787764,127.412200273505
"256","BIN1",325.296100774567,2.60354625918147,0.282127439643364,9.22826316530077,2.7505555275764e-20,2.05367649820685e-18,9.11454437818932,14.9595675242667,134.722100619775,112.937069185704,225.922916591052,226.704030167494,1114.89082502811,763.117752701951
"257","SEMA6C",430.712155075328,-1.93736822031434,0.210161619248296,-9.218468278099,3.01374375542269e-20,2.24142794323538e-18,500.59882200209,879.844193649463,204.929392492053,159.491280911108,654.125653850837,697.759709617318,198.493355841891,150.454832237862
"258","GPR176",268.979764331258,-2.84712667257469,0.309273783041315,-9.2058455281169,3.38991728112704e-20,2.51142941517295e-18,584.733077800761,595.612410688396,56.9248312477924,52.589016949068,391.424588047288,321.729671555067,108.161050189294,40.6634681723952
"259","CYFIP2",9246.56562188417,1.29348828477044,0.140668506637595,9.19529406893372,3.73970287327225e-20,2.75987184246046e-18,7032.92266597054,7169.51125051892,16459.8149552992,16705.2029741326,3809.16545415146,3634.05202849331,7792.34994550561,11369.5057010017
"260","ANKRD28",3231.9148579122,-1.83227763406691,0.199296710740245,-9.19371738380078,3.79494777226034e-20,2.78987045073016e-18,5606.84703018308,4074.54294716508,974.363361524713,1111.26627618604,5469.43619002989,4844.95020160352,2121.62059986692,1652.29225673833
"261","PLSCR1",440.956766404153,-1.1996713801508,0.130565275484072,-9.18828820069512,3.99142284045624e-20,2.92306728630193e-18,695.509847935677,629.409952132109,282.726661864035,277.601040288523,602.898946019145,530.786082607726,276.939831803357,231.781768582653
"262","IL16",1736.16320302979,1.00325178040095,0.109464870393213,9.16505703425331,4.95207801067529e-20,3.61274882045983e-18,827.320182020261,987.331456601601,1925.00804336285,1932.86190163624,1398.8831754039,1444.3897490911,2670.74593159718,2702.7651845252
"263","MLYCD",628.017745982876,1.05216312295782,0.114994198964904,9.14970609325201,5.70886524647101e-20,4.14902092475463e-18,389.822051867174,403.9083231552,854.821215904349,906.945013613436,432.143253246838,411.325276291921,782.087593676432,843.089240107661
"264","BMP2",62.8583486436245,-4.00169128823872,0.437980075827863,-9.13669709900568,6.43888101723101e-20,4.66184741527854e-18,151.441660437607,259.853228477077,11.3849662495585,18.9665307029426,31.5241278964259,28.5076924162717,1.18858296911312,0
"265","ZFP90",363.71815710818,1.11585825567498,0.122233036238181,9.12894165126221,6.91721906017647e-20,4.98927264589483e-18,246.793817009434,232.150325654361,512.323481230131,499.16460350017,215.41487395891,223.989011842135,512.279259687754,467.629883982545
"266","ALPK1",321.331064301946,-1.51954900987012,0.166836076939787,-9.10803608993123,8.38866599334429e-20,6.02785570664597e-18,602.96216655714,462.084419082904,165.082010618598,197.424342316993,384.857061402199,457.480587823027,165.213032706724,135.544893907984
"267","JCAD",430.993485410898,-2.18620386671248,0.240424194957073,-9.09311089552708,9.62450027738656e-20,6.88998870044819e-18,615.58230492694,719.167357277709,178.364471243083,223.287793275551,650.185137863783,829.43809839724,143.818539262687,88.1041810401897
"268","MAP3K20",1067.41389424629,-1.32188532325145,0.145461228815192,-9.08754404193096,1.01301373581748e-19,7.22490468149823e-18,1603.458691763,1364.09093499054,536.042160916712,691.416255625452,1496.08256975121,1637.15605019161,536.050919070017,675.013571661761
"269","METAP2",1165.46628173493,-1.13713338966589,0.125145321076391,-9.0865034336503,1.02275269563117e-19,7.26724722092721e-18,1722.64888747778,1557.4571966931,649.891823412296,827.630430673858,1620.8655760079,1509.55018889972,751.184436479491,684.50171423532
"270","SHISA2",137.381203749373,-3.68785368105496,0.406016420997617,-9.08301608095946,1.05607009328053e-19,7.47619398628301e-18,65.2040482439697,190.041913363832,6.64123031224244,5.17269019171161,302.106225674081,445.263005358911,34.4689061042804,50.1516107459541
"271","FGD3",867.438048198725,1.16051108440975,0.128036977240131,9.0638744324089,1.25897324727435e-19,8.87971020236235e-18,643.62705685983,770.140698471507,1673.5900386851,1502.66650069222,336.257364228543,392.320148014406,764.258849139736,856.64372949846
"272","PYHIN1",530.995641804717,1.88338261401006,0.207889150475752,9.05955221664985,1.30987170091889e-19,9.2047381218249e-18,460.635050497722,396.15151036484,1067.34058589611,1312.13907863085,80.1238250700824,82.808058923456,432.644200757175,416.122824297511
"273","ICAM2",407.435254952606,1.21322155928205,0.134092941230682,9.04761688532828,1.46122432240138e-19,1.02307112448278e-17,138.120403269484,146.271326903941,382.345116547672,311.223526534649,354.646438834791,355.667400622057,818.933665718939,752.274161189312
"274","PRMT5",851.78581113271,-1.5185866875842,0.167904636265324,-9.04434041466558,1.50571428155896e-19,1.0503730940773e-17,1069.90728623976,1143.02177046527,416.500015296347,447.437701583054,1573.57938416326,1277.41612208151,531.296587193564,355.127622038918
"275","CASP8",2152.14090117968,1.27964510877481,0.141565977966427,9.03921356781276,1.57802982527544e-19,1.09681680292054e-17,1680.58175957845,1421.71297286179,3134.66070737843,3352.76535926108,1053.43127387223,938.038831411608,2973.83458872102,2662.10171635281
"276","PRDM15",697.065009372949,0.934436481496424,0.103791387815839,9.00302521394579,2.19581896058191e-19,1.52068418886096e-17,505.506653590346,508.071237768613,990.492063711587,958.671915530552,472.861918446388,428.972895406756,868.85415042169,843.089240107661
"277","SOCS2",4999.34808240561,-1.89061736036851,0.210685360640602,-8.97365319839958,2.86839377286e-19,1.97929525539517e-17,7719.31796952803,8955.79442452765,3321.56390330868,3082.92335426012,7419.99160362124,6809.26596000091,1461.95705200914,1223.9703919891
"278","TRIM13",835.77678557593,-1.0324688193661,0.11507235611793,-8.97234448131045,2.90268962214705e-19,1.99575573516974e-17,611.375592137007,600.598933196485,288.419144988815,287.946420671946,1527.60669764764,1734.89670990454,873.608482298142,761.762303762871
"279","ABCA7",684.154187238684,1.54597076285819,0.172416030330962,8.96651407581194,3.06046836748928e-19,2.09669506724696e-17,308.492271261792,433.27340014728,1197.31895057857,886.254252846589,324.435816267383,329.874726531144,890.248643865726,1103.33543641099
"280","AC016168.2",95.5013492480207,2.78087851646764,0.310369553801654,8.95989468813941,3.24988646535554e-19,2.2185117821002e-17,47.6760782859134,44.8787025728001,261.854223739845,267.2556599051,7.88103197410646,4.07252748803882,46.3547357954116,84.0378342229502
"281","TANC1",94.5209117814742,-2.66062005928918,0.297094650544923,-8.95546269314892,3.38313769929331e-19,2.30125601367588e-17,18.2290887563786,26.5947867098074,2.84624156238962,2.58634509585581,271.895603106673,331.232235693824,49.920484702751,52.8625086241138
"282","AC073621.2",37.1180351750579,-3.99047236076095,0.445621429967041,-8.95484842606447,3.40202699990368e-19,2.30589872610493e-17,50.4805534792024,56.5139217583408,4.74373593731603,2.58634509585581,74.8698037540114,97.7406597129317,5.94291484556559,4.06634681723952
"283","ARID3B",387.983816544046,1.43556954492043,0.160378495926689,8.95113485524044,3.51846222827498e-19,2.37639176788862e-17,167.567392799019,180.068868347655,518.015964354911,577.617071407797,283.717151067833,218.558975191417,593.102901587446,565.222207596294
"284","STX17",721.449242608767,-1.05699082245752,0.118653862831792,-8.90818720293958,5.18737539828484e-19,3.49124976629635e-17,1435.89129896398,1222.80613059469,640.404351537664,674.173954986413,617.34750463834,610.879123205823,293.57999337094,276.511583572288
"285","CPNE7",701.354013615859,-1.74895738946183,0.196525448784423,-8.89939394760184,5.61524533938477e-19,3.76595787428072e-17,374.397438304084,471.503406042628,111.003420933195,126.730909696934,2012.29016405518,1434.88718495234,658.474964888668,421.544620053831
"286","BTF3L4",620.950592076146,-1.89882709137765,0.213505031465711,-8.89359411505303,5.91635091829502e-19,3.95402557525493e-17,844.848151978318,960.182611835339,314.035319050321,352.605048068341,1050.8042632142,1043.92454610062,231.773678977058,169.43111738498
"287","CTTNBP2NL",152.509020353026,-2.51232242688833,0.282603018860365,-8.88993485285335,6.11447483772931e-19,4.07219763234697e-17,297.274370488636,326.89425330805,58.8223256227188,92.2463084188571,235.117453894176,164.258608684232,23.7716593822624,21.6871830252775
"288","GJB2",73.6667573905596,-4.34316763673744,0.48875916534147,-8.88610985679031,6.32857837336934e-19,4.20015441071464e-17,291.665420102058,260.961344589985,8.53872468716886,13.793840511231,6.56752664508872,5.43003665071843,2.37716593822624,0
"289","TUBA8",66.813527181392,-2.38776765828645,0.268738501906136,-8.88509700452391,6.3865019767853e-19,4.22393075378112e-17,113.581245328205,147.933501073304,23.7186796865802,31.8982561822216,90.6318677022244,96.3831505502521,15.4515785984705,14.9099383298783
"290","CD300LF",46.1650212222364,-3.02549091201175,0.341322086204982,-8.86403498130145,7.7169526471148e-19,5.08627009989491e-17,112.179007731561,120.230598250588,13.2824606244849,17.2423006390387,40.7186651995501,55.6578756698639,5.94291484556559,4.06634681723952
"291","USP18",48.8404066668834,-2.91975768333218,0.329945827896672,-8.84920322207121,8.81463351133602e-19,5.78979054761775e-17,59.5950978573917,64.8247926051556,13.2824606244849,5.17269019171161,118.215479611597,103.17069636365,14.2629956293574,12.1990404517186
"292","DPEP1",258.753138007831,-3.20263717299733,0.361955927620122,-8.84814124762321,8.89889785020121e-19,5.82512101057349e-17,77.1230678154481,147.933501073304,5.69248312477924,6.89692025561548,566.120796806648,1004.55678038291,124.801211756877,136.900342847064
"293","ABI2",1206.43344081127,-1.70063419456153,0.192411485335073,-8.83852744860826,9.69884125495535e-19,6.32708709034869e-17,1807.48426207477,1929.23015257395,401.320060296936,454.33462183867,1819.20488068958,1760.68938399545,817.745082749826,661.459082270963
"294","ZNF117",1979.27208978604,1.19493218058461,0.135327349957839,8.82993852282548,1.04733273179252e-18,6.8090876991436e-17,1570.50610824185,1483.21341712822,4225.71997296112,3626.05582438984,855.091969190551,773.780222727376,1791.19453445347,1508.61466919586
"295","SEMA4D",2559.85305067347,1.25920959837455,0.142897279705083,8.8119913897126,1.22942070588041e-18,7.96581266854177e-17,2047.26689110099,2207.92135497047,4385.10950045494,4138.15215336929,971.993943473131,1014.05934452167,3023.75507342377,2690.56614407349
"296","PRDM2",4870.97760669701,0.89669135738371,0.101879533965649,8.80148664290172,1.35015515342546e-18,8.71853567654532e-17,4827.90404524705,4369.85589125523,8186.73948062001,9251.35640787622,2133.13265432482,2229.03004511991,3815.35133085311,4154.45099827971
"297","AC016168.1",97.6717047659739,2.91082616997689,0.331127419981636,8.79065276484297,1.48693473680076e-18,9.56945136673728e-17,46.9749594875911,36.0137736695309,276.085431551793,252.599704361917,1.31350532901774,13.5750916267961,55.8633995483166,98.9477725528284
"298","EMP3",67.1582803932145,2.13205688966111,0.242572343167272,8.78936510989997,1.50407516200986e-18,9.64727941162969e-17,18.2290887563786,19.9460900323556,85.3872468716886,72.4176626839626,35.4646438834791,24.4351649282329,139.064207386235,142.322138603383
